,element_type,osmid,highway,geometry,addr:city,building,addr:country,addr:district,addr:district:en,addr:housenumber,addr:postcode,addr:province,addr:province:en,addr:street,addr:street:en,addr:subdistrict,addr:subdistrict:en,addr:housename,construction,nodes,name,name:ar,name:en,oneway,alt_name,alt_name:en,junction,country,diplomatic,embassy,name:fr,office,target,building:levels,height,foot,access,amenity,healthcare,source,religion,note,building_1,layer,tunnel,bridge,lanes,maxspeed,note:en,brand,brand:wikidata,brand:wikipedia,shop,phone,website,contact:facebook,contact:instagram,contact:whatsapp,email,healthcare:speciality,brand:ar,brand:en,cuisine,opening_hours,takeaway
265,way,990533633,,"POLYGON ((31.1950459 30.0538637, 31.1950519 30.0537213, 31.1947451 30.0537013, 31.1947314 30.0538477, 31.1950459 30.0538637))",,apartments,EG,العجوزه,Al Agouza,36,12657,الجيزه,Giza,شارع شهاب,Shehab Street,ميت عقبه,Mit Okba,,,"[6790808005, 9152939475, 9152939476, 9152939477, 6790808005]",,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,way,990533634,,"POLYGON ((31.1950575 30.0536818, 31.1950708 30.0535762, 31.1949999 30.0535175, 31.1947837 30.053497, 31.1947639 30.053654, 31.1950575 30.0536818))",,apartments,EG,العجوزه,Al Agouza,23,12657,الجيزه,Giza,شارع الرياض,Al Reyadh Street,ميت عقبه,Mit Okba,,,"[6790808013, 9152939479, 9152939480, 9152939481, 9152939482, 6790808013]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,way,990533635,,"POLYGON ((31.1953595 30.0537236, 31.1953697 30.0536095, 31.1954143 30.0535815, 31.1956048 30.0535942, 31.1955919 30.0537391, 31.1953595 30.0537236))",,apartments,EG,العجوزه,Al Agouza,17,12655,الجيزه,Giza,شارع الرياض,Al Reyadh Street,المهندسين,Al Mohandessin,,,"[6771440583, 9152939484, 9152939485, 9152939486, 9152939487, 6771440583]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,way,990533636,,"POLYGON ((31.1956207 30.0537773, 31.195618 30.0539014, 31.1953561 30.0539085, 31.1953581 30.053775, 31.1956207 30.0537773))",,apartments,EG,العجوزه,Al Agouza,33,12655,الجيزه,Giza,شارع شهاب,Shehab Street,المهندسين,Al Mohandessin,,,"[6771440620, 9152939489, 9152939490, 9152939491, 6771440620]",,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,way,990533637,,"POLYGON ((31.1955904 30.0539354, 31.1955896 30.054063, 31.1953589 30.0540722, 31.1953558 30.0539399, 31.1955904 30.0539354))",,apartments,EG,العجوزه,Al Agouza,35,12655,الجيزه,Giza,شارع شهاب,Shehab Street,المهندسين,Al Mohandessin,,,"[6771440320, 9152939493, 9152939494, 9152939495, 6771440320]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,way,990533638,,"POLYGON ((31.1954048 30.0532779, 31.1957308 30.0533099, 31.1957104 30.0534788, 31.1954256 30.0534548, 31.1953887 30.0534008, 31.1954048 30.0532779))",,apartments,EG,العجوزه,Al Agouza,24,12655,الجيزه,Giza,شارع الرياض,Al Reyadh Street,المهندسين,Al Mohandessin,,,"[6771440235, 9152939497, 9152939498, 9152939499, 9152939500, 6771440235]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,way,990533639,,"POLYGON ((31.1954091 30.0532646, 31.1957085 30.0532968, 31.1957271 30.053167, 31.1954277 30.0531349, 31.1954091 30.0532646))",,apartments,EG,العجوزه,Al Agouza,29,12655,الجيزه,Giza,شارع شهاب,Shehab Street,المهندسين,Al Mohandessin,,,"[6771440532, 9152939502, 9152939503, 9152939504, 6771440532]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,way,990533640,,"POLYGON ((31.1954335 30.0531098, 31.1957155 30.053139, 31.1957316 30.0530219, 31.1954497 30.0529928, 31.1954335 30.0531098))",,apartments,EG,العجوزه,Al Agouza,27,12655,الجيزه,Giza,شارع شهاب,Shehab Street,المهندسين,Al Mohandessin,,,"[6771440702, 9152939506, 9152939507, 9152939508, 6771440702]",,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,way,990533641,,"POLYGON ((31.1951178 30.053325, 31.1951309 30.0532175, 31.1947634 30.0531841, 31.1947453 30.053333, 31.195056 30.0533613, 31.1951178 30.053325))",,apartments,EG,العجوزه,Al Agouza,32,12657,الجيزه,Giza,شارع الرياض,Al Reyadh Street,ميت عقبه,Mit Okba,,,"[6790807932, 9152939510, 9152939511, 9152939512, 9152939513, 6790807932]",,,,,,,,,,,,,,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,way,990533642,,"POLYGON ((31.1951307 30.0531937, 31.1947746 30.0531628, 31.194793 30.0530043, 31.1951491 30.0530354, 31.1951307 30.0531937))",,apartments,EG,العجوزه,Al Agouza,30,12657,الجيزه,Giza,شارع شهاب,Shehab Street,ميت عقبه,Mit Okba,,,"[6790807934, 9152939515, 9152939516, 9152939517, 6790807934]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,way,990533643,,"POLYGON ((31.1951685 30.0528904, 31.1951793 30.0527637, 31.195134 30.0527254, 31.1949591 30.0527143, 31.1949454 30.0528762, 31.1951685 30.0528904))",,apartments,EG,العجوزه,Al Agouza,47,12657,الجيزه,Giza,شارع سوريا,Surya Street,ميت عقبه,Mit Okba,,,"[6790807925, 9159431119, 9152939519, 9152939520, 9152939521, 6790807925]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,way,990937502,,"POLYGON ((31.1908053 30.0588053, 31.1909592 30.0588346, 31.1910013 30.0586693, 31.1908474 30.05864, 31.1908053 30.0588053))",,apartments,EG,العجوزه,Al Agouza,6,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808199, 9155943247, 9155943248, 9155943249, 6790808199]",,,,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,way,990937503,,"POLYGON ((31.1910083 30.0588407, 31.1911762 30.0588698, 31.1912132 30.0587097, 31.1910454 30.0586806, 31.1910083 30.0588407))",,apartments,EG,العجوزه,Al Agouza,8,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6455945787, 9155943251, 9155943252, 9155943253, 6455945787]",مستشفى مصطفى محمود,مستشفى مصطفى محمود,,,,,,,,,,,,5,15,,,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,
278,way,990937504,,"POLYGON ((31.1912781 30.0587285, 31.1914485 30.0587577, 31.1914124 30.0589112, 31.1912428 30.0588848, 31.1912781 30.0587285))",,apartments,EG,العجوزه,Al Agouza,10,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808197, 9155943255, 9155943256, 9155943257, 6790808197]",,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,way,990937505,,"POLYGON ((31.1914777 30.0589227, 31.1916366 30.0589453, 31.1916671 30.0587843, 31.1915083 30.0587617, 31.1914777 30.0589227))",,apartments,EG,العجوزه,Al Agouza,12,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808196, 9155943259, 9155943260, 9155943261, 6790808196]",,,,,,,,,,,,,,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,way,990937506,,"POLYGON ((31.191712 30.0589637, 31.1919029 30.0589914, 31.1919366 30.0588177, 31.1917458 30.0587899, 31.191712 30.0589637))",,apartments,EG,العجوزه,Al Agouza,14,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808195, 9155943263, 9155943264, 9155943265, 6790808195]",,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,way,990937507,,"POLYGON ((31.191007 30.0584563, 31.1910453 30.0582873, 31.1908981 30.0582623, 31.1908599 30.0584314, 31.191007 30.0584563))",,apartments,EG,العجوزه,Al Agouza,5,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808188, 9155943267, 9155943268, 9155943269, 6790808188]",,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,way,990937508,,"POLYGON ((31.1908111 30.0584117, 31.1908548 30.0582453, 31.1907143 30.0582177, 31.1906706 30.058384, 31.1908111 30.0584117))",,apartments,EG,العجوزه,Al Agouza,3,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808189, 9155943271, 9155943272, 9155943273, 6790808189]",,,,,,,,,,,,,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,way,990937510,,"POLYGON ((31.1912083 30.0584847, 31.1913796 30.0585087, 31.1914085 30.0583544, 31.1912372 30.0583304, 31.1912083 30.0584847))",,apartments,EG,العجوزه,Al Agouza,7,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808187, 9155943279, 9155943280, 9155943281, 6790808187]",,,,,,,,,,,,,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,way,990937512,,"POLYGON ((31.1917109 30.0584639, 31.1918544 30.0584915, 31.1919212 30.058231, 31.1917776 30.0582035, 31.1917109 30.0584639))",,apartments,EG,العجوزه,Al Agouza,11,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808185, 9155943287, 9155943288, 9155943289, 6790808185]",,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,way,990937513,,"POLYGON ((31.1922432 30.0588772, 31.1921959 30.0590697, 31.1920262 30.0590384, 31.1920606 30.0588983, 31.1921304 30.0588565, 31.1922432 30.0588772))",,apartments,EG,العجوزه,Al Agouza,16,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808194, 9155943291, 9155943292, 9155943293, 9155943294, 6790808194]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,way,990937514,,"POLYGON ((31.1923076 30.0588835, 31.1924535 30.0589134, 31.1924036 30.0590959, 31.1922577 30.059066, 31.1923076 30.0588835))",,apartments,EG,العجوزه,Al Agouza,18,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808193, 9155943296, 9155943297, 9155943298, 6790808193]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,way,990937515,,"POLYGON ((31.192511 30.0589298, 31.1926869 30.0589586, 31.1925843 30.0591401, 31.1924691 30.0591212, 31.192511 30.0589298))",,apartments,EG,العجوزه,Al Agouza,20,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808201, 9155943300, 9155943302, 9155943301, 6790808201]",,,,,,,,,,,,,,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,way,990937516,,"POLYGON ((31.1919371 30.0585824, 31.1920718 30.0586082, 31.1921289 30.058385, 31.1919942 30.0583592, 31.1919371 30.0585824))",,apartments,EG,العجوزه,Al Agouza,13,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808184, 9155943304, 9155943305, 9155943306, 6790808184]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,way,990937517,,"POLYGON ((31.1921119 30.0586176, 31.1922517 30.0586402, 31.1922982 30.0584239, 31.1921585 30.0584014, 31.1921119 30.0586176))",,apartments,EG,العجوزه,Al Agouza,15,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808183, 9155943308, 9155943309, 9155943310, 6790808183]",,,,,,,,,,,,,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,way,990937518,,"POLYGON ((31.1924589 30.0584588, 31.1926827 30.0584948, 31.1926444 30.0586538, 31.1926345 30.0586705, 31.1926214 30.0586865, 31.1926003 30.0586993, 31.1925783 30.0587083, 31.1924076 30.0586779, 31.1924589 30.0584588))",,apartments,EG,العجوزه,Al Agouza,17,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808182, 9155943312, 9155943313, 9155971017, 9155943314, 9155971018, 9155943315, 9155943316, 6790808182]",,,,,,,,,,,,,,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,way,990937519,,"POLYGON ((31.1926883 30.0587278, 31.1928804 30.0587558, 31.1929187 30.0585588, 31.1927265 30.0585308, 31.1926883 30.0587278))",,apartments,EG,العجوزه,Al Agouza,19,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808181, 9155971020, 9155971021, 9155971022, 6790808181]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,way,990937520,,"POLYGON ((31.1930926 30.0585349, 31.1932915 30.0586923, 31.1930943 30.0588655, 31.1929554 30.0587903, 31.1930283 30.0586232, 31.1930926 30.0585349))",,apartments,EG,العجوزه,Al Agouza,21,12657,الجيزه,Giza,شارع حسنين خلاف,Hssanen Khalaf Street,ميت عقبه,Mit Okba,,,"[6790808190, 9155971024, 9155971025, 9155971026, 9155971027, 6790808190]",,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,way,990937521,,"POLYGON ((31.1930561 30.0588896, 31.1932065 30.0590013, 31.1933676 30.0588763, 31.1932409 30.0587399, 31.1930561 30.0588896))",,commercial,EG,العجوزه,Al Agouza,60,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[3447092169, 3447092168, 3447092167, 3447092170, 3447092169]",Audi Bank,,,,,,,,,,,,,17,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,way,991340846,,"POLYGON ((31.1936238 30.058534, 31.193727 30.0586422, 31.1937243 30.0586866, 31.1935556 30.0588073, 31.1934282 30.0586739, 31.1936238 30.058534))",,apartments,EG,العجوزه,Al Agouza,58,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808153, 9159430155, 9159430156, 9159430157, 9159430158, 6790808153]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,way,991340847,,"POLYGON ((31.1936388 30.0584807, 31.193717 30.0585857, 31.193801 30.0585957, 31.1939566 30.0584888, 31.1938424 30.0583474, 31.1936388 30.0584807))",,apartments,EG,العجوزه,Al Agouza,56,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808126, 9159430160, 9159430161, 9159430162, 9159430163, 6790808126]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,way,991340848,,"POLYGON ((31.1938791 30.0583611, 31.1939715 30.0584676, 31.194157 30.0583471, 31.1940646 30.0582406, 31.1938791 30.0583611))",,apartments,EG,العجوزه,Al Agouza,54,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808127, 9159430165, 9159430166, 9159430167, 6790808127]",,,,,,,,,,,,,,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,way,991340849,,"POLYGON ((31.1934363 30.0591961, 31.1935495 30.0593028, 31.1936134 30.0592588, 31.1936304 30.0592728, 31.1936951 30.0592295, 31.1935988 30.0590795, 31.1934363 30.0591961))",,apartments,EG,العجوزه,Al Agouza,59,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6805948319, 9159430169, 9159430170, 9159430171, 9159430172, 9159430173, 6805948319]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,way,991340850,,"POLYGON ((31.1937384 30.0589311, 31.1938324 30.0589451, 31.1939299 30.0591078, 31.1937404 30.0591935, 31.1937134 30.0591487, 31.1936593 30.0591732, 31.1936013 30.0590771, 31.1936022 30.0590223, 31.1937384 30.0589311))",,yes,EG,العجوزه,Al Agouza,57,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6805948316, 9159430175, 9159430176, 9159430177, 9159430178, 9159430179, 9159430180, 9159430181, 6805948316]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,way,991340851,,"POLYGON ((31.1941331 30.0588643, 31.1940222 30.0589302, 31.1940124 30.0589179, 31.1939625 30.0589476, 31.1938927 30.0588536, 31.1940495 30.0587579, 31.1941331 30.0588643))",,apartments,EG,العجوزه,Al Agouza,55,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6805948315, 9159430183, 9159430184, 9159430185, 9159430186, 9159430187, 6805948315]",,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,way,991340852,,"POLYGON ((31.19422 30.0589615, 31.1940131 30.0590402, 31.1940507 30.0591141, 31.1940442 30.0591303, 31.1940582 30.0591525, 31.194094 30.0591556, 31.1942822 30.0590841, 31.19422 30.0589615))",,apartments,EG,العجوزه,Al Agouza,9,12657,الجيزه,Giza,شارع المناجم و المحاجر,Al Managem W Al Mahgr Street,ميت عقبه,Mit Okba,,,"[6805948311, 9159430189, 9159430190, 9159430191, 9159430192, 9159430193, 9159430194, 6805948311]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,way,991340853,,"POLYGON ((31.1941917 30.058693, 31.1943102 30.0588323, 31.1945217 30.0587044, 31.1944429 30.0586003, 31.1943492 30.0585865, 31.1941917 30.058693))",,apartments,EG,العجوزه,Al Agouza,53,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6805948314, 9159430196, 9159430197, 9159430198, 9159430199, 6805948314]",,,,,,,,,,,,,,17,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,way,991340854,,"POLYGON ((31.1934765 30.0593767, 31.1935136 30.059513, 31.1937623 30.0595321, 31.1937012 30.0593093, 31.1934765 30.0593767))",,apartments,EG,العجوزه,Al Agouza,1`,12657,الجيزه,Giza,شارع 26 يوليو,26th July Street,ميت عقبه,Mit Okba,,,"[6805948320, 9159430201, 9159430202, 9159430203, 6805948320]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,way,991340855,,"POLYGON ((31.1938943 30.0595273, 31.1939221 30.0595426, 31.1939474 30.0595372, 31.1939516 30.0595521, 31.1940174 30.0595381, 31.1940224 30.0595556, 31.194102 30.0595386, 31.194098 30.0595246, 31.1941291 30.0595179, 31.1941232 30.0594971, 31.1941393 30.0594937, 31.1940985 30.0593491, 31.1938583 30.0593998, 31.1938943 30.0595273))",,apartments,EG,العجوزه,Al Agouza,3`,12657,الجيزه,Giza,شارع المناجم و المحاجر,Al Managem W Al Mahgr Street,ميت عقبه,Mit Okba,,,"[6805948318, 9159430205, 9159430206, 9159430207, 9159430208, 9159430209, 9159430210, 9159430211, 9159430212, 9159430213, 9159430214, 9159430215, 9159430216, 6805948318]",,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,way,991340856,,"POLYGON ((31.1942023 30.0580903, 31.1942946 30.0581936, 31.1943536 30.0582013, 31.19457 30.0580489, 31.1944758 30.0579467, 31.1944374 30.0579718, 31.1944157 30.0579475, 31.1942023 30.0580903))",,apartments,EG,العجوزه,Al Agouza,52,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[3230592525, 9159431018, 9159431023, 9159431019, 9159431020, 9159431021, 9159431022, 3230592525]",H&M,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,H&M,Q188326,en:H&M,clothes,,,,,,,,,,,,
305,way,991340857,,"POLYGON ((31.1945426 30.0584512, 31.1946073 30.0585155, 31.1946481 30.0584847, 31.1946625 30.0584991, 31.1947061 30.0584663, 31.1947184 30.0584785, 31.1947839 30.0584292, 31.1946769 30.058323, 31.1945764 30.0583988, 31.1945918 30.0584141, 31.1945426 30.0584512))",,apartments,EG,العجوزه,Al Agouza,31,12657,الجيزه,Giza,شارع صدقي سليمان,Sedki Suliman Street,ميت عقبه,Mit Okba,,,"[6790791477, 9159431025, 9159431026, 9159431027, 9159431028, 9159431029, 9159431030, 9159431031, 9159431032, 9159431033, 6790791477]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,way,991340858,,"POLYGON ((31.1947124 30.0582797, 31.1948655 30.0584397, 31.1949699 30.0583992, 31.1948061 30.0582126, 31.1947124 30.0582797))",,apartments,EG,العجوزه,Al Agouza,49,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790807888, 9159431035, 9159431036, 9159431037, 6790807888]",,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,way,991340859,,"POLYGON ((31.1948381 30.0581922, 31.1950248 30.0583859, 31.1951442 30.0583162, 31.1949575 30.0581133, 31.1948381 30.0581922))",,apartments,EG,العجوزه,Al Agouza,47,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790791479, 9159431039, 9159431040, 9159431041, 6790791479]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,way,991340860,,"POLYGON ((31.1949891 30.0580895, 31.1951858 30.0583021, 31.1953626 30.0581797, 31.1952038 30.058008, 31.1951774 30.0580263, 31.195157 30.0580043, 31.1951327 30.0580211, 31.1951151 30.0580022, 31.1949891 30.0580895))",,apartments,EG,العجوزه,Al Agouza,45,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790791480, 9159431043, 9159431044, 9159431045, 9159431046, 9159431047, 9159431048, 9159431049, 6790791480]",,,,,,,,,,,,,,11,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,way,991340861,,"POLYGON ((31.1944048 30.0578044, 31.1946013 30.0580227, 31.194725 30.0579393, 31.1945285 30.0577209, 31.1944048 30.0578044))",,apartments,EG,العجوزه,Al Agouza,50,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808047, 9159431051, 9159431052, 9159431053, 6790808047]",,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,way,991340862,,"POLYGON ((31.1945689 30.0576908, 31.194766 30.0579111, 31.1948799 30.0578348, 31.1946828 30.0576145, 31.1945689 30.0576908))",,apartments,EG,العجوزه,Al Agouza,48,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808048, 9159431055, 9159431056, 9159431057, 6790808048]",,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,way,991340863,,"POLYGON ((31.19491 30.0578107, 31.1946891 30.0575667, 31.1948633 30.0574465, 31.1950877 30.057689, 31.19491 30.0578107))",,yes,EG,العجوزه,Al Agouza,46,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808049, 9159431059, 9159431060, 9159431061, 6790808049]",Fit & Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyres,19187,https://www.fitandfix.com/,,,,,,,,,,
312,way,991340864,,"POLYGON ((31.1949197 30.0574624, 31.1951088 30.0576693, 31.195215 30.0575966, 31.195026 30.0573897, 31.1949197 30.0574624))",,apartments,EG,العجوزه,Al Agouza,44,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808050, 9159431063, 9159431064, 9159431065, 6790808050]",,,,,,,,,,,,,,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,way,991340865,,"POLYGON ((31.1953402 30.0575004, 31.1952493 30.0575632, 31.1951202 30.0574233, 31.195167 30.057391, 31.1952111 30.0573605, 31.1953402 30.0575004))",,apartments,EG,العجوزه,Al Agouza,42,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808051, 9159431067, 9159431068, 9159431070, 9159431069, 6790808051]",,,,,,,,,,,,,,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,way,991340867,,"POLYGON ((31.1955246 30.0573833, 31.1956358 30.0573074, 31.1954455 30.0570985, 31.1953342 30.0571745, 31.1955246 30.0573833))",,apartments,EG,العجوزه,Al Agouza,38,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808053, 9159431072, 9159431073, 9159431074, 6790808053]",,,,,,,,,,,,,,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,way,991340868,,"POLYGON ((31.1956968 30.05726, 31.1958241 30.057174, 31.1956277 30.0569538, 31.1955023 30.0570445, 31.1956968 30.05726))",,apartments,EG,العجوزه,Al Agouza,36,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808054, 9159431076, 9159431077, 9159431078, 6790808054]",,,,,,,,,,,,,,11,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,way,991340869,,"POLYGON ((31.1958666 30.0571411, 31.1960007 30.0570445, 31.1958058 30.0568374, 31.1956687 30.0569252, 31.1958666 30.0571411))",,apartments,EG,العجوزه,Al Agouza,34,12657,الجيزه,Giza,شارع لبنان,Lebanon Street,ميت عقبه,Mit Okba,,,"[6790808055, 9159431080, 9159431081, 9159431082, 6790808055]",,,,,,,,,,,,,,11,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
